Geoname ID,Name,ASCII Name,Alternate Names,Latitude,Longitude,Population,Digital Elevation Model,Country,Coordinates
1252668,Ziro,Ziro,"ZER,Zero,Ziro",27.59497,93.83854,13893,1579,India,"27.59497, 93.83854"
1252942,Wardha,Wardha,"Vardha,Vardhá,Vardkha,Varntcha,Wardha,oyaradha,raaradha,vardha,varta,waruda,wo er ta,???????,??????,?????,?????,???????,?????,?????,?????,????,???",20.73933,78.59784,113759,292,India,"20.73933, 78.59784"
1253193,Vij?pur,Vijapur,"Vijapur,Vij?pur",23.5623,72.74848,24297,126,India,"23.5623, 72.74848"
1253219,Vettaikkaranpudur,Vettaikkaranpudur,"Vettagaranpudur,Vettaikkaranpudur,Vettaikk?ranpud?r,Vettakkaranpudur,Vettakk?ranpud?r",10.56207,76.91305,18128,284,India,"10.56207, 76.91305"
1253577,Vadnagar,Vadnagar,Vadnagar,23.78593,72.63893,24832,172,India,"23.78593, 72.63893"
1253751,Uni?ra,Uniara,"Uniara,Uniyara Khurd,Uniy?ra Khurd,Uni?ra",26.15336,75.21523,11441,352,India,"26.15336, 75.21523"
1254163,Thiruvananthapuram,Thiruvananthapuram,"City of Lord Anantha,TRV,TVM,Thiruvananthapuram,Tiruvananantapuram,Tiruvanantapuram,Tiruvanantapuramas,Tkhiruvanantkhapuram,Trivandrum,te li fan de lang,thyrwfananthabwram,tilubanantapulam,tiru'anantapuram,tirubanantapurama,tiruvanantapuram,tiruvanantapurama,tiruvu~anantapuramu,tribanadrama,tribendrama,trywandrwm,trywwndrwm,????????????????,??????????????????,??????????,??????????,?????????,????????????????,????????????????,??????????????,????????????,?????????????,??????????????,?????????????,????????????,?????????????,????????????,??????????????,????????????,?????????????,?????????????,???????????,?????,???????",8.4855,76.94924,784153,18,India,"8.4855, 76.94924"
1254481,Tilhar,Tilhar,Tilhar,27.96282,79.73827,57043,161,India,"27.96282, 79.73827"
1254868,Tarn T?ran,Tarn Taran,"Tarn Taran,Tarn T?ran",31.45191,74.92777,58585,227,India,"31.45191, 74.92777"
1254953,Tanuku,Tanuku,"Tanuku,ta nu ku,tanukku,tanuku,tanuku mandala,tnwkw,?????,????? ?????,??????,??????,???????,?????,???",16.75438,81.68143,68290,15,India,"16.75438, 81.68143"
1255122,T?l?kota,Talikota,"Talikota,Talikoti,T?l?kota",16.47311,76.31085,27902,513,India,"16.47311, 76.31085"
1255361,S?ratgarh,Suratgarh,"Suratgarh,Suratgarkh,S?ratgarh,?????????",29.3215,73.89979,63153,172,India,"29.3215, 73.89979"
1255372,S?randai,Surandai,"Surandai,S?randai",8.97574,77.41923,28989,136,India,"8.97574, 77.41923"
1255647,Srikakulam,Srikakulam,"Chicacole,Srikakulam,Sr?k?kulam,srikakulam,??????????",18.2989,83.89751,118299,14,India,"18.2989, 83.89751"
1255713,Sorab,Sorab,Sorab,14.38144,75.09183,7088,590,India,"14.38144, 75.09183"
1255816,Sompeta,Sompeta,"Sompeta,sompeta,??????",18.94419,84.58449,17982,26,India,"18.94419, 84.58449"
1255844,Solim,Solim,"Siolim,Solim",15.61521,73.7674,10480,11,India,"15.61521, 73.7674"
1256067,Sirohi,Sirohi,"Sirohi,Sirokhi,shirohi,sirohi,xi luo xi,??????,?????,??????,??????,??????,??????,?????,???",24.88838,72.84794,38610,294,India,"24.88838, 72.84794"
1256333,Sikka,Sikka,"Sika,Siki,Sikka",22.43218,69.84158,19404,13,India,"22.43218, 69.84158"
1256418,Shuj?lpur,Shujalpur,"Shujalpur,Shuj?lpur",23.40673,76.7098,47058,452,India,"23.40673, 76.7098"
1256532,Shik?rp?r,Shikarpur,"Shikarpur,Shik?rpur,Shik?rp?r",28.28072,78.01411,34649,202,India,"28.28072, 78.01411"
1256725,Sh?hkot,Shahkot,"Jullundur,Shahkot,Sh?hkot",31.08173,75.33708,13577,227,India,"31.08173, 75.33708"
1256983,Saundatti,Saundatti,"Saundatti,Saundatti Yellamma,Soundatti",15.76615,75.11778,40091,660,India,"15.76615, 75.11778"
1257307,Saoner,Saoner,Saoner,21.3851,78.92155,29638,328,India,"21.3851, 78.92155"
1257528,Samdari,Samdari,Samdari,25.81299,72.57879,17915,143,India,"25.81299, 72.57879"
1257540,Sambhal,Sambhal,"Sambal,Sambhal,sambal,sambhala,??????,??????,?????,????,???????,??????",28.58498,78.56959,196109,203,India,"28.58498, 78.56959"
1257928,Sabalgarh,Sabalgarh,Sabalgarh,26.24918,77.40786,31032,208,India,"26.24918, 77.40786"
1258449,R?n?pur,Ranipur,"Ranipur,R?n?pur",25.25034,79.06204,18820,222,India,"25.25034, 79.06204"
1258546,R?n?gh?t,Ranaghat,"Ranaghat,R?n?gh?t",23.17623,88.56667,70984,17,India,"23.17623, 88.56667"
1258553,R?mtek,Ramtek,"Ramtek,R?mtek,??????",21.39562,79.32725,23404,336,India,"21.39562, 79.32725"
1258592,R?mpura,Rampura,"Rampura,R?mpura",24.467,75.43996,18495,411,India,"24.467, 75.43996"
1258596,R?mpur,Rampur,"Rampur,Rampur Bushahr,R?mpur,??????",31.44943,77.63087,6206,992,India,"31.44943, 77.63087"
1258662,R?mgundam,Ramgundam,"Ramagundam,Ramgundam,R?mgundam,ramagundam,????????",18.80084,79.45206,452261,148,India,"18.80084, 79.45206"
1258797,R?jsamand,Rajsamand,"Rajsamand,R?jsamand",25.07145,73.8798,63414,548,India,"25.07145, 73.8798"
1258816,Rajpur,Rajpur,"Rajpur,R?jpur",21.94022,75.13608,19396,231,India,"21.94022, 75.13608"
1258859,R?jgurunagar,Rajgurunagar,"Rajgurunagar,R?jgurunagar",18.86667,73.9,18846,626,India,"18.86667, 73.9"
1259019,R?huri,Rahuri,"Rahuri,R?huri",19.39069,74.64979,36885,511,India,"19.39069, 74.64979"
1259261,Puliy?r,Puliyur,"Puliyur,Puliy?r",10.63375,78.84139,11174,113,India,"10.63375, 78.84139"
1259413,Ponnamar?vati,Ponnamaravati,"Ponnamaravathy,Ponnamaravati,Ponnamar?vati",10.28032,78.53601,11741,151,India,"10.28032, 78.53601"
1259880,Perya,Perya,"Periya,Perya",11.83334,75.85408,12659,742,India,"11.83334, 75.85408"
1260022,Pawni,Pawni,"Pauni,Pawni",20.79229,79.63644,23450,248,India,"20.79229, 79.63644"
1260138,Pathan?mthitta,Pathanamthitta,"Pathanamthitta,Pathan?mthitta,Pattanamtitta",9.26667,76.78333,38285,30,India,"9.26667, 76.78333"
1260607,Panaji,Panaji,"Nova Goa,Panadzhi,Panadzi,Panadzis,Panadzsi,Panadžis,Panadží,Panaji,Pangim,Panjim,pa na ji,panaji,panjy,pn chi,pnjy,???????,?????,????,????,??????,????,??????,????,?????,????,????,????,????,??????,???,???,???",15.49574,73.82624,65586,16,India,"15.49574, 73.82624"
1260693,Pallatt?r,Pallattur,"Pallattur,Pallatt?r,Pallatur",10.14609,78.80309,8186,105,India,"10.14609, 78.80309"
1261086,Obra,Obra,Obra,24.41863,82.98797,56110,205,India,"24.41863, 82.98797"
1261401,Nilakottai,Nilakottai,"Nilakkottai,Nilakkottai-Madura",10.165,77.85024,21683,228,India,"10.165, 77.85024"
1261532,Nellikkuppam,Nellikkuppam,"Nellikkuppam,Nellikuppami",11.77554,79.67016,44423,22,India,"11.77554, 79.67016"
1261672,Nautanwa,Nautanwa,"Nautanwa,Nautanwa Bazar",27.42752,83.41789,32587,105,India,"27.42752, 83.41789"
1261932,N?nd?ra Buzurg,Nandura Buzurg,"Nandur Buzruk,Nandura,Nandura Buzruk,Nandura Buzurg,N?nd?r Buzruk,N?nd?ra,N?nd?ra Buzruk,N?nd?ra Buzurg",20.83417,76.45924,39650,271,India,"20.83417, 76.45924"
1262013,N?mrup,Namrup,"Namrup,N?mrup",27.19395,95.31929,18432,123,India,"27.19395, 95.31929"
1262039,N?makkal,Namakkal,Namakkal,11.22126,78.16524,55997,223,India,"11.22126, 78.16524"
1262414,Murs?n,Mursan,"Mursan,Murs?n",27.57788,77.94091,12310,180,India,"27.57788, 77.94091"
1262884,Mohiuddinnagar,Mohiuddinnagar,"Mohiuddinagar,Mohiuddinnagar",25.57374,85.66944,14938,55,India,"25.57374, 85.66944"
1263057,Mihona,Mihona,"Mehona,Mihona",26.28373,78.98048,15830,152,India,"26.28373, 78.98048"
1263151,Melur,Melur,"Mailore,Melur,Mel?r",10.03241,78.3393,33839,154,India,"10.03241, 78.3393"
1263226,Medchal,Medchal,Medchal,17.62972,78.48139,0,591,India,"17.62972, 78.48139"
1263427,Masaurhi Buzurg,Masaurhi Buzurg,"Masaurhi,Masaurhi Buzurg,Masaurki",25.35417,85.03195,53440,62,India,"25.35417, 85.03195"
1263594,M?nvi,Manvi,"Manvi,M?nvi",15.99126,77.05034,41647,375,India,"15.99126, 77.05034"
1263776,Mangan,Mangan,"Mangan,Mangan Bazar,Mangang,Mangen,Mongon",27.50965,88.52206,1464,953,India,"27.50965, 88.52206"
1263824,M?ndvi,Mandvi,"Cutch Mandi,Cutch-Mandvi,Mandvi,M?ndvi,??????",22.83282,69.35237,47853,11,India,"22.83282, 69.35237"
1263952,Manapparai,Manapparai,"Manaparai,Manapparai,Manapp?rai",10.60772,78.42582,36926,167,India,"10.60772, 78.42582"
1264206,Makr?na,Makrana,"Makrana,Makr?na",27.04361,74.72445,93904,419,India,"27.04361, 74.72445"
1264433,Mah?r?ganj,Maharaganj,"Maharaganj,Maharajganj,Mah?r?ganj,Mah?r?jganj",27.14456,83.56214,30548,96,India,"27.14456, 83.56214"
1264521,Madurai,Madurai,"IXM,Madura,Madurai,Maduraj,Madurajus,Maduráj,Mathurai,m thu ri,ma du lai,madhura,madhurai,mado~urai,madulai,madura'i,madurai,madwray,maturai,mdwray,mdwrayy,???????,???????,???????,???????,???????,???????,??????,?????,??????,?????,?????,??????,?????,??????,??????,?????,?????,?????,????,?????,???????,?????,???,????",9.919,78.11953,909908,138,India,"9.919, 78.11953"
1264989,L?war Kh?s,Lawar Khas,"Lawar,Lawar Khas,L?war,L?war Kh?s",29.11091,77.77767,19556,240,India,"29.11091, 77.77767"
1265014,Latur,Latur,"LTU,Latur,la du er,latr,latur,latura,latwr,rato~uru,?????,????,?????,?????,?????,?????,??????,??????,???",18.39721,76.56784,348967,638,India,"18.39721, 76.56784"
1265400,Koothanallur,Koothanallur,"Koothanallur,Kuttanallur,K?tt?nall?r",10.7199,79.5157,23257,14,India,"10.7199, 79.5157"
1265607,Kundgol,Kundgol,"Kundgol,ku en de ge er,kundagola,????????,????????,???????,?????",15.25612,75.24735,17617,645,India,"15.25612, 75.24735"
1265811,Kudachi,Kudachi,"Kudachi,Kudchi",16.62784,74.85408,19272,547,India,"16.62784, 74.85408"
1265996,Koth?pet,Kothapet,"Kagaznagar,Kothapet,Koth?pet",19.35176,79.48323,4266,196,India,"19.35176, 79.48323"
1266154,Koppal,Koppal,"Kappal,Kopbal,Koppal,ke pu pa er,koppal,koppala,??????,??????,??????,???????,??????,???????,????",15.34522,76.15478,60868,540,India,"15.34522, 76.15478"
1266433,Kuchinda,Kuchinda,"Kochinda,Kuchinda",21.74356,84.34848,14081,243,India,"21.74356, 84.34848"
1266622,Khunti,Khunti,Khunti,23.07602,85.27818,31366,650,India,"23.07602, 85.27818"
1266762,Kheri,Kheri,Kheri,27.90354,80.79754,26327,149,India,"27.90354, 80.79754"
1267357,Kayatt?r,Kayattar,"Kayatar,Kayattar,Kayatt?r",8.94834,77.77424,10007,63,India,"8.94834, 77.77424"
1267675,K?rsiy?ng,Karsiyang,"Karsiyang,Kharasana,Kurseong,K?rsiy?ng",26.88251,88.27729,46427,1501,India,"26.88251, 88.27729"
1267819,Karauli,Karauli,"Karauli,ka lao li,karauli,???????,?????,??????,?????,???",26.49831,77.02755,73717,272,India,"26.49831, 77.02755"
1267869,K?ramadai,Karamadai,"Karamadai,K?ramadai,karamatai,??????",11.24058,76.96009,31188,367,India,"11.24058, 76.96009"
1268376,Kallakkurichchi,Kallakkurichchi,Kallakirichi,11.7404,78.959,40449,131,India,"11.7404, 78.959"
1268381,K?lka,Kalka,"Kalka,Kalki,K?lka,kalaka,?????,?????",30.83982,76.94065,32205,703,India,"30.83982, 76.94065"
1268403,K?limpong,Kalimpong,"Kalimpang,Kalimpong,K?limpang,K?limpong,?????????",27.07059,88.47529,43000,1141,India,"27.07059, 88.47529"
1268814,Josh?math,Joshimath,"Joshimath,Joshinath,Josh?math",30.55543,79.56436,13865,1821,India,"30.55543, 79.56436"
1269256,Jangaon,Jangaon,"Jangaon,Jangoon",17.72602,79.15236,47558,383,India,"17.72602, 79.15236"
1269449,Jalakandapuram,Jalakandapuram,"Jalakandapuram,Jalakand?puram,Jalakantapuram",11.69779,77.87298,14529,282,India,"11.69779, 77.87298"
1269935,Hospet,Hospet,"Hosapete,Hospet,Hoszpet,Khospet,hosapeta,hosapete,hospeta,hospete,huo si pei te,hwspt,??????,?????,?????,???????,???????,??????,???????,????????,????",15.26954,76.3871,197846,487,India,"15.26954, 76.3871"
1269936,Hoskote,Hoskote,Hoskote,13.0707,77.79814,41236,884,India,"13.0707, 77.79814"
1270000,Hodal,Hodal,Hodal,27.89196,77.36744,44300,199,India,"27.89196, 77.36744"
1270237,Hastin?pur,Hastinapur,"Hastinapur,Hastin?pur",29.16042,78.00762,24093,221,India,"29.16042, 78.00762"
1270351,Haridwar,Haridwar,"Hardwar,Hardw?r,Haridvar,Haridvár,Haridwar,Haridw?r,Khardvar,Kharidvar,arittuvar,haraduraara,haradvara,haridowaru,haridu'ara,haridvar,haridvara,haridvaram,he er de wa er,???????,????????,????????,???????,????????,??????????,???????,???????,???????,????????,???????????,?????????,????????,????????,??????,?????",29.94791,78.16025,186079,295,India,"29.94791, 78.16025"
1270455,Ham?rpur,Hamirpur,"Hamirpur,Ham?rpur",25.9553,80.14842,34144,115,India,"25.9553, 80.14842"
1270498,Haldwani,Haldwani,"Haldwani,Haldwani-cum-Kathgodam,Haldw?ni,Khaldvani,ha er de wa ni-qiu mu-ka te ge da mu,haladuraani-tilakara-kathagodama,haladwani,haldvani,haldvani-va-kathagodama,????????,????????,???????,?????????,?????????-?-????????,????????-??????-????????,?????????,?????-??-?????",29.22254,79.5286,139497,447,India,"29.22254, 79.5286"
1270686,Gundlup?t,Gundlupet,"Gundalpet,Gundlupet,Gundlup?t",11.81004,76.69027,27197,799,India,"11.81004, 76.69027"
1270800,Gudiyatham,Gudiyatham,,12.94601,78.87377,93973,280,India,"12.94601, 78.87377"
1270801,Gudiv?da,Gudivada,"Gudivada,Gudiv?da",16.43547,80.99555,116161,13,India,"16.43547, 80.99555"
1271319,Gh?ts?la,Ghatsila,"Ghatshila,Ghatsila,Gh?ts?la",22.58531,86.47682,40018,103,India,"22.58531, 86.47682"
1271363,Gharaunda,Gharaunda,Gharaunda,29.53692,76.97142,34307,243,India,"29.53692, 76.97142"
1271670,Gang?r?mpur,Gangarampur,"Gangarampur,Gang?r?mpur",25.40138,88.52978,65316,32,India,"25.40138, 88.52978"
1271819,Gadw?l,Gadwal,"Gadwal,Gadw?l",16.23504,77.79556,55952,326,India,"16.23504, 77.79556"
1271934,Fateh?b?d,Fatehabad,"Fatahabad,Fatehabad,Fateh?b?d",29.51525,75.45554,66013,216,India,"29.51525, 75.45554"
1272008,Erraguntla,Erraguntla,"Erraguntla,Yerraguntla",14.63853,78.53974,27874,169,India,"14.63853, 78.53974"
1272061,Ellenabad,Ellenabad,"Ellenabad,Ellen?b?d,Kharyal",29.45282,74.66122,37680,196,India,"29.45282, 74.66122"
1272237,Dumka,Dumka,"Dumka,dmka,du mu ka,dumaka,dumaka jila,dumaka jilla,dumka,dwmka,?????,????,?????,?????,?????,????? ????,????? ??????,??????,?????,?????,???",24.26778,87.24855,47663,150,India,"24.26778, 87.24855"
1272860,Dh?riw?l,Dhariwal,"Dhariwal,Dh?riw?l",31.95616,75.32386,20604,264,India,"31.95616, 75.32386"
1273434,Dary?pur,Daryapur,"Daryapur,Dary?pur",20.92489,77.32644,35782,287,India,"20.92489, 77.32644"
1273534,Dankaur,Dankaur,Dankaur,28.35121,77.55508,13020,207,India,"28.35121, 77.55508"
1273892,Ch?ru,Churu,"Churu,Ch?ru",28.30415,74.96718,103533,291,India,"28.30415, 74.96718"
1274169,Chincholi,Chincholi,Chincholi,17.46508,77.41874,20447,462,India,"17.46508, 77.41874"
1274346,Chharra,Chharra,Chharra,27.9247,78.40102,24535,182,India,"27.9247, 78.40102"
1274641,Channapatna,Channapatna,"Channapatan,Channapatna",12.65143,77.20672,66647,669,India,"12.65143, 77.20672"
1274693,Ch?nda,Chanda,"Candrapur,Chanda,Chandrapur,Ch?nda,candrapur,candrapura,candrapura jille,candrapuram,chandrapwr,chndrapwr,chndrpwr,qian de la pu er,?andrapur,?????????,?????????,????????,???????,????????,?????????,???????????,?????????,????????,?????????,???????? ??????,?????",19.95076,79.29523,328351,186,India,"19.95076, 79.29523"
1274761,Ch?ndb?li,Chandbali,"Chandbali,Ch?ndb?li",20.77519,86.74139,9918,8,India,"20.77519, 86.74139"
1275462,Bishnupur,Bishnupur,"Bishnupur,Vishnupur,????????",23.0738,87.31991,64041,73,India,"23.0738, 87.31991"
1275589,Bilthra,Bilthra,"Belthara,Bilthar,Bilthra",26.12705,83.89148,17228,71,India,"26.12705, 83.89148"
1275637,Bil?spur,Bilaspur,"Bilaspur,Bilaspura,Bil?spur,PAB,?????????",22.08005,82.15543,282705,265,India,"22.08005, 82.15543"
1276370,Bhach?u,Bhachau,"Bachau,Bhachau,Bhach?u,Buchow",23.29858,70.34279,24044,44,India,"23.29858, 70.34279"
1276663,Baw?na,Bawana,"Bawana,Bawana Delhi,Baw?na",28.7982,77.03431,24906,223,India,"28.7982, 77.03431"
1276856,B?rsi,Barsi,"Barshi,Barsi,B?rsi",18.23454,75.69275,110983,518,India,"18.23454, 75.69275"
1276938,Barjala,Barjala,Barjala,23.6182,91.35596,17998,43,India,"23.6182, 91.35596"
1277183,B?patla,Bapatla,"Bapatla,B?patla",15.90422,80.46743,70117,10,India,"15.90422, 80.46743"
1277297,Banih?l,Banihal,"Banihal,Banih?l",33.43647,75.19684,3278,1649,India,"33.43647, 75.19684"
1277863,Bagra,Bagra,,23.73333,86.31667,11364,173,India,"23.73333, 86.31667"
1277949,Badvel,Badvel,Badvel,14.7451,79.06288,16238,139,India,"14.7451, 79.06288"
1278455,?rangaon,Arangaon,"Arangaon,Jamkhed,?rangaon",19.02681,74.71487,29591,672,India,"19.02681, 74.71487"
1278609,Anekal,Anekal,"Anekal,a nei ka er,anekal,anekala,?????,??????,??????,??????,????",12.7111,77.69557,36693,927,India,"12.7111, 77.69557"
1278692,Anamalais,Anamalais,"Anaimalai,Anaimalais,Anamalai,Anamalais",10.58303,76.93441,16131,264,India,"10.58303, 76.93441"
1278869,Amb?garh Chauki,Ambagarh Chauki,"Ambagarh Chauki,Ambagarh-Chowki,Amb?garh Chauki",20.77644,80.74608,9265,335,India,"20.77644, 80.74608"
1279126,Akhn?r,Akhnur,,32.86667,74.73333,12802,312,India,"32.86667, 74.73333"
1279225,Ahmadpur,Ahmadpur,Ahmadpur,23.83009,87.68661,8855,51,India,"23.83009, 87.68661"
1279237,Ahiri,Ahiri,Ahiri,19.41386,80.00359,14384,140,India,"19.41386, 80.00359"
1348785,P?nchla,Panchla,"Panchla,P?nchla",22.53665,88.13785,23526,7,India,"22.53665, 88.13785"
7284803,Birpara,Birpara,,26.70421,89.14547,30000,110,India,"26.70421, 89.14547"
7302808,Chemmumiahpet,Chemmumiahpet,,15.89794,79.32129,31416,132,India,"15.89794, 79.32129"
7302845,Quthbullapur,Quthbullapur,"Quthbullapur,Qutubullapur",17.50107,78.45818,225816,554,India,"17.50107, 78.45818"
10770254,Akasahebpet,Akasahebpet,,17.50455,82.56597,1500,71,India,"17.50455, 82.56597"
10924927,Azhiy?r,Azhiyur,,11.69348,75.56013,28731,16,India,"11.69348, 75.56013"
1252738,Yeola,Yeola,"Yeola,Yevale,Yewle",20.0424,74.48944,46762,562,India,"20.0424, 74.48944"
1253084,Vizianagaram,Vizianagaram,"Viguyanagram,Vizianagaram,Vizianagarm,Vizianagram,Vizianagram City,Vizijanagaram,bijayanagarama,bijianagalam,bijiyanagarama,fyzynjarm,vijayanagara,vijayanagaram,vijayanagarama,vijayanakaram,vu~ijayanagaramu,wei ji ya ne ge lei mu,wjayangrm,????????????,?????????????,?????????,?????????,????????,?????????,???????????,???????,????????,?????????,????????,?????????,???????,??????",18.11692,83.41148,179358,66,India,"18.11692, 83.41148"
1253127,Vadakku Viravanallur,Vadakku Viravanallur,"Vadakku Viravanallur,Vadakku Viravanall?r,Viravanallur,Viravanall?r",8.69786,77.51916,19689,66,India,"8.69786, 77.51916"
1253184,Vijayawada,Vijayawada,"Bezawada,Bezwada,Bezw?da,VGA,Vidzajavada,Vidzhajavada,Vidzsajavada,Vidzsajavádá,Vidžajavada,Vijajauada,Vijaja?ada,Vijayavada,Vijayav?d?,Vijayawada,Vijayaw?da,Widzajawada,Wid?ajawada,bejavada,bijayabada,bijayarada,bijayawada,bijayawara,fjayawada,fyjayawada,vicayavata,vijaiavada,vijaivara,vijayavada,vijayavara,vu~ijayawada,wei jie ya wa da,wjyawada,wjy? wa??,wyjyawada,??????????,??????????,??????????,??????????,?????????,??????????,???? ????,????????,????????,??????????,?????????,?????????,????????,????????,?????????,????????,????????,????????,?????????,????????,????????,??????,???????,???????,???????,??????????,????????,?????,?????",16.50745,80.6466,874587,47,India,"16.50745, 80.6466"
1253512,Valabh?pur,Valabhipur,"Vala,Valabhipur,Valabh?pur,Vallabhipur",21.88868,71.87935,18663,22,India,"21.88868, 71.87935"
1253628,Uttark?shi,Uttarkashi,"Barahat,B?r?h?t,Uttarkashi,Uttark?shi",30.72986,78.44342,17123,1147,India,"30.72986, 78.44342"
1253744,Uppal Kalan,Uppal Kalan,"Oopal,Pedda Uppal,Upal,Uppal,Uppal Kalan",17.40577,78.55911,118259,502,India,"17.40577, 78.55911"
1253796,Umri,Umri,Umri,26.51056,78.93667,9364,150,India,"26.51056, 78.93667"
1254283,Todabhim,Todabhim,,26.91667,76.81667,22529,252,India,"26.91667, 76.81667"
1254513,T?kri,Tikri,"Tikri,T?kri",29.2291,77.35479,13646,239,India,"29.2291, 77.35479"
1254590,Thiruvaiyaru,Thiruvaiyaru,"Thiruvaiyaru,Thiruvaiy?ru,Tiruvadi,Tiruv?di",10.88405,79.10362,14451,42,India,"10.88405, 79.10362"
1254624,Th?sra,Thasra,,22.79831,73.21174,18337,68,India,"22.79831, 73.21174"
1254727,Terd?l,Terdal,"Terdal,Terd?l",16.49379,75.04667,26411,550,India,"16.49379, 75.04667"
1254745,Teni,Teni,"Teni,Theni,Tkheni,?????",10.01115,77.47772,1034724,300,India,"10.01115, 77.47772"
1254858,T?sgaon,Tasgaon,"Tasgaon,T?sgaon",17.037,74.60171,34933,586,India,"17.037, 74.60171"
1255491,Sult?npur,Sultanpur,"Sultanpur,Sult?npur",26.25788,82.07269,110368,104,India,"26.25788, 82.07269"
1255953,Sivaganga,Sivaganga,"Shivaganga,Sivaganga,civakankai,shivu~agangai,sibaganga,sivaganga,sivaganga'i,xi wa gang ge a,?????????,????????,????????,????????,???????,????????,???????,?????",9.84701,78.48358,42785,103,India,"9.84701, 78.48358"
1255983,S?t?marhi,Sitamarhi,"Sitamarhi,S?t?marhi",26.59357,85.4906,57095,70,India,"26.59357, 85.4906"
1256029,Siruguppa,Siruguppa,Siruguppa,15.63,76.89217,47917,375,India,"15.63, 76.89217"
1256181,Singapperum?lkovil,Singapperumalkovil,"Singaperumalkoil,Singaperumalkovil,Singaperum?lkovil,Singapperumalkovil,Singapperum?lkovil",12.75947,80.0075,8301,53,India,"12.75947, 80.0075"
1256435,Sholinghur,Sholinghur,Sholinghur,13.1181,79.42025,28645,157,India,"13.1181, 79.42025"
1256713,Sh?hpur,Shahpur,"Shahpur,Shakhpura,Sh?hpur,???????",29.3501,77.5516,18874,244,India,"29.3501, 77.5516"
1256820,Seor?n?r?yan,Seorinarayan,"Seorinarayan,Seorinaryan,Seor?n?r?yan",21.72055,82.59344,8880,228,India,"21.72055, 82.59344"
1257481,San?wad,Sanawad,"Sanavad,Sanawad,San?wad,S?n?wad",22.17391,76.06993,36455,197,India,"22.17391, 76.06993"
1258167,Ri?si,Riasi,"Reasi,Riasi,Ri?si",33.08115,74.83242,8101,521,India,"33.08115, 74.83242"
1258278,R?yb?g,Raybag,"Raybag,Raybagh,R?yb?g",16.49178,74.77391,17389,585,India,"16.49178, 74.77391"
1259444,Polavaram,Polavaram,"Polarvaram,Polavaram",17.24754,81.64372,43710,31,India,"17.24754, 81.64372"
1259893,Peranamall?r,Peranamallur,"Peranamallur,Peranamall?r",12.57052,79.43332,5723,130,India,"12.57052, 79.43332"
1260040,Pattukkottai,Pattukkottai,"Pattukkottai,pa tu ke tai,pattukkotta'i,pattukkottai,pattukotta'i,???????????????,?????????????,?????????????,????",10.42358,79.31949,67982,27,India,"10.42358, 79.31949"
1260134,P?thardih,Pathardih,"Pathardih,Pathardihi,P?thardih",23.6658,86.43166,45276,162,India,"23.6658, 86.43166"
1260290,Parli Vaijn?th,Parli Vaijnath,"Parli,Parli Vaijnath,Parli Vaijn?th,Purli,Purli Vaijnath",18.85057,76.53163,94863,463,India,"18.85057, 76.53163"
1260314,P?r?chha,Parichha,"Parichha,Par?chh?,P?r?chha",25.50789,78.75954,7399,207,India,"25.50789, 78.75954"
1261598,Nawanshahr,Nawanshahr,"Nawanshahr,QNW,na wan si ha he er,na'oyanasahara,naraanasahara,navana sahara,navanasahara,navansahara,navansahara-nagaram,navansahira,nawanasahara,??????,???????,???????-?????,???? ???,??????????,????????,?????????,????????,??????",31.1245,76.11613,31121,264,India,"31.1245, 76.11613"
1261809,Narela,Narela,Narela,28.85267,77.09288,800000,219,India,"28.85267, 77.09288"
1261844,Narasing?puram,Narasingapuram,,13.60759,79.31652,10875,206,India,"13.60759, 79.31652"
1262062,Naliya,Naliya,Naliya,23.26058,68.82655,10587,26,India,"23.26058, 68.82655"
1262131,Naih?ti,Naihati,"Naihati,Naih?ti",22.89396,88.41521,253221,18,India,"22.89396, 88.41521"
1262300,N?daun,Nadaun,"Nadaun,N?daun",31.78303,76.3431,4838,478,India,"31.78303, 76.3431"
1262516,Mundargi,Mundargi,"Mundargi,mndrgy,mu en da er ji,mundaragi,mundargi,??????,?????????,?????????,??????????,???????,?????",15.20677,75.8839,21826,534,India,"15.20677, 75.8839"
1262787,Mor?nha,Moranha,"Moran,Moranha,Moranhat,Mor?n,Mor?nha",27.18735,94.91557,7136,104,India,"27.18735, 94.91557"
1263021,M?r?npur Katra,Miranpur Katra,,28.02963,79.66778,29626,162,India,"28.02963, 79.66778"
1263834,Mandsaur,Mandsaur,"Mandasor,Mandsaur,man de shao er,mandasaura,mandosauru,mandsa'ur,mndswr,??????,??????,???????,????????,??????,???????????,??????,????",24.07184,75.06986,124988,440,India,"24.07184, 75.06986"
1263862,Mandi,Mandi,"Mandi,ma en di,mandi,?????,????? ????? ?????,????,?????,??????,??????,????,?????,???",31.71194,76.93273,28217,764,India,"31.71194, 76.93273"
1264491,Mah?baleshwar,Mahabaleshwar,"Mahabaleshvar,Mahabaleshwar,Mah?baleshwar,Malcolm Peth",17.56,73.4,13598,257,India,"17.56, 73.4"
