Geoname ID,Name,ASCII Name,Alternate Names,Latitude,Longitude,Population,Digital Elevation Model,Country,Coordinates
1278546,Ann?malainagar,Annamalainagar,"Anamalainagar,Annamalai,Annamalainagar,Ann?malainagar",11.4,79.73333,8827,4,India,"11.4, 79.73333"
1278707,Amroli,Amroli,Amroli,21.25084,72.83878,17082,17,India,"21.25084, 72.83878"
1278774,?ml?gora,Amlagora,"Amlagora,?ml?gora",22.84616,87.33559,19038,57,India,"22.84616, 87.33559"
1278805,Amethi,Amethi,Amethi,28.01667,81.05,12206,133,India,"28.01667, 81.05"
1279003,Al?pur Du?r,Alipur Duar,"Alipur,Alipur Duar,Alipur Duars,Alipurduar,Al?pur Du?r",26.4835,89.52286,65232,49,India,"26.4835, 89.52286"
1279344,?dil?b?d,Adilabad,"Adilabad,Edlabad,Edl?b?d,adilabad,adilabadu,atilapat,?dil?b?d,?????????,?????????,?????????",19.67203,78.5359,118526,257,India,"19.67203, 78.5359"
1445310,B?l?pur,Balapur,,17.31018,78.49969,8280,543,India,"17.31018, 78.49969"
1445624,Chand?r,Chandur,"Chandur,Chand?r",17.87455,78.10017,11220,503,India,"17.87455, 78.10017"
7279751,Jorethang,Jorethang,,27.10696,88.32332,3596,290,India,"27.10696, 88.32332"
7302828,Malkajgiri,Malkajgiri,"ma er ka jie ji li,makajgyry,malakajagiri,malkajaganja,mlkajgyry,?????????,?????????,?????????,??????????,????????????,??????",17.44781,78.52633,150000,536,India,"17.44781, 78.52633"
7302847,Palwancha,Palwancha,"Paloncha,Palwancha",17.58152,80.67651,68561,87,India,"17.58152, 80.67651"
7626554,Bhawanipur,Bhawanipur,,26.45352,87.02744,27000,75,India,"26.45352, 87.02744"
10793684,Kunnumma,Kunnumma,,9.35672,76.41343,14918,7,India,"9.35672, 76.41343"
11875594,Tengnoupal,Tengnoupal,,24.3855,94.1472,0,1388,India,"24.3855, 94.1472"
11875614,Balrampur,Balrampur,,23.61219,83.61115,0,532,India,"23.61219, 83.61115"
12165956,Kallakurichi,Kallakurichi,,11.73379,78.95925,1682687,116,India,"11.73379, 78.95925"
1252699,Zahir?b?d,Zahirabad,"Zahirabad,Zahir?b?d",17.68138,77.60743,46504,626,India,"17.68138, 77.60743"
1253621,?ttukkuli,Uttukkuli,"Uttukkuli,Uttukuli,?ttukkuli",11.16892,77.45431,7508,295,India,"11.16892, 77.45431"
1254310,Tit?bar,Titabar,,26.6014,94.20386,7836,102,India,"26.6014, 94.20386"
1254420,Tipt?r,Tiptur,"Tiptur,Tipt?r",13.2563,76.47768,60957,862,India,"13.2563, 76.47768"
1254673,Th?na Bhawan,Thana Bhawan,"Thana Bhawan,Th?na Bhawan",29.58605,77.41811,33498,253,India,"29.58605, 77.41811"
1254798,Tekanpur,Tekanpur,"Takenpur,Tekanpur",25.99401,78.28322,13681,233,India,"25.99401, 78.28322"
1254912,Tarakeswar,Tarakeswar,"Tarakeswar,ta la kai si wa er,tarakesbara,tarakesvara,tarakyshwr,?????????,?????????,?????????,??????",22.88605,88.01363,30475,14,India,"22.88605, 88.01363"
1255023,T?nda,Tanda,"Tanda,T?nda",28.97621,78.94187,44822,208,India,"28.97621, 78.94187"
1255705,Soro,Soro,Soro,21.27851,86.68833,29797,17,India,"21.27851, 86.68833"
1256096,Sir?thu,Sirathu,"Sirathu,Sir?thu,Sir?th?",25.64292,81.31855,13598,112,India,"25.64292, 81.31855"
1256214,Sindgi,Sindgi,Sindgi,16.91883,76.23368,33770,503,India,"16.91883, 76.23368"
1256431,Shor?pur,Shorapur,"Shorapur,Shoratur,Shor?pur,Surapur,Suratur,S?r?pur",16.521,76.75738,49501,480,India,"16.521, 76.75738"
1256747,Sh?h?pur,Shahapur,"Shahapur,Sh?h?pur",19.45231,73.32572,10965,59,India,"19.45231, 73.32572"
1256934,S?yalkudi,Sayalkudi,"Sayalgudi,Sayalkudi,S?yalkudi",9.16925,78.44702,12415,12,India,"9.16925, 78.44702"
1256959,S?vda,Savda,"Savda,S?vda",21.15054,75.88938,19903,224,India,"21.15054, 75.88938"
1256974,Sausar,Sausar,Sausar,21.65576,78.79669,26704,360,India,"21.65576, 78.79669"
1257325,Santoshpur,Santoshpur,"Santashpur,Santoshpur",22.52038,88.26973,7635,7,India,"22.52038, 88.26973"
1257703,Sak?t,Sakit,"Sakit,Sak?t",27.43463,78.77903,7811,173,India,"27.43463, 78.77903"
1257804,Saharsa,Saharsa,"Saharsa,Sakharsa,sa ha er sa,saharasa,saharsa,???????,???????,?????,?????,??????,?????,??????,?????,????????,??????,????",25.87498,86.59611,145764,48,India,"25.87498, 86.59611"
1257919,Sab?thu,Sabathu,"Sabathu,Sab?thu,Subathu",30.97494,76.99137,6691,1235,India,"30.97494, 76.99137"
1258078,Rohru,Rohru,Rohru,31.20269,77.75484,8160,1537,India,"31.20269, 77.75484"
1258731,R?m?nuj Ganj,Ramanuj Ganj,"Ramanuj Ganj,R?m?nuj Ganj",23.80637,83.69981,10701,436,India,"23.80637, 83.69981"
1258740,Ramanathapuram,Ramanathapuram,"Ramanathapuram,Ramanatkhapuram,Ramanatkhapurama,Ramanthapuram,Ramnad,R?man?thapuram,iramanatapuram,la ma na ta pu la mu,ramanatapuramu,ramanathapuram,ramanathapurama,ramanthapurama,??????????????,???????????????,??????????,???????????,??????????,??????????,??????????,????????????,?????????,???????",9.37158,78.83077,65314,10,India,"9.37158, 78.83077"
1259022,R?hon,Rahon,"Rabon,Rahon,R?hon",31.05275,76.11907,12485,263,India,"31.05275, 76.11907"
1259069,R?dhanpur,Radhanpur,"Radhanpur,R?dhanpur",23.83238,71.6047,35457,35,India,"23.83238, 71.6047"
1259082,Rab?pura,Rabupura,"Rabupura,Rab?pura",28.25153,77.60253,13949,200,India,"28.25153, 77.60253"
1259157,Purw?,Purwa,"Purwa,Purw?",26.45756,80.77403,22220,128,India,"26.45756, 80.77403"
1259434,Pol?r,Polur,"Polur,Pol?r",12.51217,79.12405,26290,176,India,"12.51217, 79.12405"
1259530,Piro,Piro,Piro,25.33218,84.40454,28967,84,India,"25.33218, 84.40454"
1259638,Pindw?ra,Pindwara,"Pindwara,Pindw?ra",24.79749,73.05505,23229,375,India,"24.79749, 73.05505"
1259917,Penn?dam,Pennadam,"Pennadam,Penn?dam",11.40389,79.24156,17662,52,India,"11.40389, 79.24156"
1260009,Pawai,Pawai,Pawai,24.26635,80.16196,13083,327,India,"24.26635, 80.16196"
1260249,Parsh?depur,Parshadepur,,26.07354,81.49207,10690,112,India,"26.07354, 81.49207"
1260537,P?ndoh,Pandoh,,31.66902,77.05359,4351,864,India,"31.66902, 77.05359"
1260555,P?nd?tarai,Pandatarai,"Pandatarai,P?nd?tarai",22.18714,81.32815,11000,357,India,"22.18714, 81.32815"
1260718,P?li,Pali,"Birsinghapur,Pali,P?li,????",23.36453,81.04374,21287,467,India,"23.36453, 81.04374"
1260833,Paithan,Paithan,"Paithan,pa'ithana,pai tan,paithana,??? ???,????,??????,??????,??",19.47506,75.38558,37360,445,India,"19.47506, 75.38558"
1261517,Nep?nagar,Nepanagar,"Nepa Nagar,Nepanagar,Nep?nagar",21.4538,76.39335,32611,289,India,"21.4538, 76.39335"
1261726,N?spur,Naspur,"Naspur,N?spur",18.84577,79.46165,15374,143,India,"18.84577, 79.46165"
1261750,N?rsingi,Narsingi,"Narsingi,N?rsingi",18.04468,78.42516,6445,551,India,"18.04468, 78.42516"
1261772,N?rnaul,Narnaul,"Narnaul,N?rnaul",28.04444,76.10833,66049,311,India,"28.04444, 76.10833"
1261810,Naregal,Naregal,Naregal,15.57316,75.80805,17403,642,India,"15.57316, 75.80805"
1261977,Nanded,Nanded,"NDC,Nandair,Nanded,Nander,N?nded,N?nder,nadera,nan dai de,nan ded,nan theth,nandd,nandeda,nandedeu,nandedo,nandera,nandyd,nantet,nantetu,nndyd,??????,??????,?????,??????,??????,?????,??????,???????,???????,?????,????????,????????,??????,??????,??????,???,???",19.16023,77.31497,550564,363,India,"19.16023, 77.31497"
1262115,Nainwa,Nainwa,"Naenwa,Nainwa",25.77145,75.84978,16415,301,India,"25.77145, 75.84978"
1262284,Naduvattam,Naduvattam,Naduvattam,11.48075,76.54365,11674,1855,India,"11.48075, 76.54365"
1262484,Mungeli,Mungeli,Mungeli,22.06566,81.68543,27698,287,India,"22.06566, 81.68543"
1263309,Mau,Mau,Mau,26.26584,78.67108,19299,167,India,"26.26584, 78.67108"
1264099,Malh?rgarh,Malhargarh,"Malhargarh,Malh?rgarh",24.28286,74.99024,7620,463,India,"24.28286, 74.99024"
1264385,Maheshwar,Maheshwar,"Maheshwar,Makheshvar,ma he si he wa er,mahesbara,maheshuwaru,mahesvar,mahesvara,????????,???????,???????,????????,???????,??????",22.17592,75.58715,21500,161,India,"22.17592, 75.58715"
1265041,L?salgaon,Lasalgaon,"Lasalgaon,L?salgaon",20.1427,74.23946,13665,590,India,"20.1427, 74.23946"
1265201,Lakshmeshwar,Lakshmeshwar,"Lakshmeshvar,Lakshmeshwar",15.12689,75.46935,35140,636,India,"15.12689, 75.46935"
1265491,Kurnool,Kurnool,"Kandenavolu,Karnul,Karnulu,Karn?lu,Kurmul,Kurnool,ka nu er,karanula,karnul,karnulu,karnulu-nagaram,karunuru,krnwl,kuranula,kurnala,kurnula,kwrnwwl,??????,?????,???????,?????,???????-?????,??????,???????,???????,??????,??????,???????,???????,???????,???????,???????,?????,???",15.82887,78.03602,460184,286,India,"15.82887, 78.03602"
1265613,Kundarkhi,Kundarkhi,"Kundarkhi,Kundarki",28.68304,78.78559,27197,198,India,"28.68304, 78.78559"
1266322,Colachel,Colachel,,8.17938,77.25818,23095,36,India,"8.17938, 77.25818"
1266390,Kodoli,Kodoli,Kodoli,16.87639,74.1909,17537,566,India,"16.87639, 74.1909"
1266503,Kiri Buru,Kiri Buru,,22.08333,85.35,9719,466,India,"22.08333, 85.35"
1266518,Kinwat,Kinwat,"Kinvat,Kinwat",19.62557,78.1987,25956,317,India,"19.62557, 78.1987"
1267097,Khamaria,Khamaria,,23.22558,79.88007,15019,383,India,"23.22558, 79.88007"
1267297,Kemr?,Kemri,"Kemri,Kemr?",28.80673,79.2048,26726,188,India,"28.80673, 79.2048"
1267369,Kawardha,Kawardha,Kawardha,22.00853,81.23148,35238,356,India,"22.00853, 81.23148"
1267449,Katra,Katra,,27.50871,82.02636,6853,115,India,"27.50871, 82.02636"
1267457,K?toya,Katoya,"Katoya,Katwa,K?toya",23.64558,88.13258,78408,22,India,"23.64558, 88.13258"
1267537,Katangi,Katangi,"Katangi,Nagra Katangi",23.44124,79.79621,17816,373,India,"23.44124, 79.79621"
1163626,Thang,Thang,,34.9274,76.79336,1622,2726,India,"34.9274, 76.79336"
1252964,W?ngjing,Wangjing,"Vanczin,Wangjing,W?ngjing,???????",24.58921,94.06386,7528,793,India,"24.58921, 94.06386"
1253013,Wai,Wai,"Vaj,Wai,va'i,???,???? ????????,???,???",17.95276,73.89058,32957,710,India,"17.95276, 73.89058"
1253147,V?ragan?r,Viraganur,,11.47613,78.73553,10854,171,India,"11.47613, 78.73553"
1253367,Vasco da Gama,Vasco da Gama,"GOI,Vasco,Vasco da Gama,Vasko-da-Gama,?????-??-????",15.39585,73.81568,100485,7,India,"15.39585, 73.81568"
1253952,Udupi,Udupi,"Udipi,Udupi,udupi,wu du pi,?????,???",13.33467,74.74617,165000,33,India,"13.33467, 74.74617"
1254400,Tirodi,Tirodi,Tirodi,21.68522,79.71906,8870,332,India,"21.68522, 79.71906"
1254444,Tindivanam,Tindivanam,"Tindivanam,Tindivangam",12.234,79.65551,69839,43,India,"12.234, 79.65551"
1254780,Tellicherry,Tellicherry,"Talasseri,Tellicherri,Tellicherry,Tellichery,Thalassery,ta la si sai er yi,talacceri,talasseri,thalas'serya,tlshyry,??????,??????????,????????,????????,??????",11.74811,75.4929,97201,10,India,"11.74811, 75.4929"
1255143,T?lcher,Talcher,"Talchar,Talcher,T?lcher",20.94927,85.23354,38436,80,India,"20.94927, 85.23354"
1255175,Tal?ja,Talaja,"Talaja,Tal?ja",21.3527,72.03524,29948,25,India,"21.3527, 72.03524"
1255381,Surajpur,Surajpur,Surajpur,23.21347,82.86836,0,557,India,"23.21347, 82.86836"
1255405,Suntikoppa,Suntikoppa,Suntikoppa,12.45594,75.8297,3500,969,India,"12.45594, 75.8297"
1255762,Songadh,Songadh,"Songadh,Songarh",21.16966,73.56357,25269,118,India,"21.16966, 73.56357"
1255791,Son?mura,Sonamura,"Sonamura,Son?mura",23.47547,91.2659,10821,23,India,"23.47547, 91.2659"
1255858,Soj?tra,Sojitra,"Sojitra,Soj?tra",22.53884,72.71984,19403,30,India,"22.53884, 72.71984"
1256124,Singur,Singur,Singur,22.80917,88.22944,19402,16,India,"22.80917, 88.22944"
1256421,Shr?rangapattana,Shrirangapattana,"Shrirangapattana,Shr?rangapattana,Srirangapatna",12.42264,76.68439,23927,689,India,"12.42264, 76.68439"
1256593,Sheopur,Sheopur,"Sheopur,Sheopur Kalan,se'opura,serapura,si he ao pu er,syopura,syopuram,?????????,??????,??????,???????,??????,?????",25.66472,76.69616,62416,230,India,"25.66472, 76.69616"
1257198,Sard?rshahr,Sardarshahr,,28.44062,74.491,86672,249,India,"28.44062, 74.491"
1257326,Santokhgarh,Santokhgarh,"Santokgarh,Santokhgarh",31.35205,76.31775,8877,348,India,"31.35205, 76.31775"
1257477,S?nchor,Sanchor,"Sanchor,Sanchore,S?nchor",24.75361,71.7728,29022,62,India,"24.75361, 71.7728"
1257887,S?d?t,Sadat,"Sadat,S?d?t",25.67117,83.30269,11211,80,India,"25.67117, 83.30269"
1258178,Rew?ri,Rewari,"Rewari,Rew?ri",28.199,76.6183,112079,259,India,"28.199, 76.6183"
1258203,Reoti,Reoti,Reoti,25.85091,84.3778,23819,64,India,"25.85091, 84.3778"
1258347,Ratia,Ratia,"Ratia,?????",29.69029,75.57688,26524,223,India,"29.69029, 75.57688"
1258478,R?ni,Rani,"Rani,R?ni",25.35031,73.30885,13572,281,India,"25.35031, 73.30885"
1258815,Rajpur,Rajpur,"Alirajpur,Rajpur,R?jpur",22.30393,74.35568,26443,288,India,"22.30393, 74.35568"
1258835,R?jnagar,Rajnagar,"Rajnagar,R?jnagar",24.88929,79.91178,13390,228,India,"24.88929, 79.91178"
1258869,R?jgarh,Rajgarh,"Rajgarh,R?jgarh",27.23731,76.62243,26953,314,India,"27.23731, 76.62243"
1258972,Raipur,Raipur,Raipur,26.04259,74.02373,17537,336,India,"26.04259, 74.02373"
1259158,Purushottampur,Purushottampur,"Purushottampur,Purusottampur",19.52024,84.88514,14707,23,India,"19.52024, 84.88514"
1259408,Ponn?ru,Ponnuru,,16.06547,80.55203,57170,10,India,"16.06547, 80.55203"
1259535,Piriy?patna,Piriyapatna,"Piriyapatna,Piriy?patna",12.33497,76.10073,16099,859,India,"12.33497, 76.10073"
1259914,Penn?thur,Pennathur,"Pennathur,Pennattur,Penn?thur,Penn?tt?r",12.24681,79.22592,8257,151,India,"12.24681, 79.22592"
1260697,Palladam,Palladam,Palladam,10.99175,77.28633,31935,371,India,"10.99175, 77.28633"
1260734,Palera,Palera,Palera,25.02013,79.22818,16554,237,India,"25.02013, 79.22818"
1260918,Padman?bhapuram,Padmanabhapuram,"Padmanabhapuram,Padman?bhapuram,patmanapapuram,????????????",8.24462,77.32581,20212,35,India,"8.24462, 77.32581"
1261186,North Guw?h?ti,North Guwahati,"North Gauhati,North Gauh?ti,North Guwahati,North Guw?h?ti",26.19749,91.7202,17516,57,India,"26.19749, 91.7202"
1261512,Neral,Neral,Neral,19.02475,73.31688,16060,46,India,"19.02475, 73.31688"
1261901,N?np?ra,Nanpara,"Nanpara,N?np?ra",27.86459,81.50036,46280,138,India,"27.86459, 81.50036"
1262083,N?l?garh,Nalagarh,"Nalagarh,N?l?garh",31.04168,76.72285,10249,400,India,"31.04168, 76.72285"
1262151,N?han,Nahan,"Nahan,N?han",30.56029,77.29426,27544,909,India,"30.56029, 77.29426"
1262187,N?god,Nagod,"Nagod,N?god",24.56924,80.58809,21732,335,India,"24.56924, 80.58809"
1262291,Nad?gaon,Nadigaon,"Nadigaon,Nad?gaon",26.10784,79.02283,7597,147,India,"26.10784, 79.02283"
1262302,N?d?puram,Nadapuram,"Kummankod,Nadapuram,N?d?puram",11.68465,75.65493,39512,24,India,"11.68465, 75.65493"
1262403,Murud,Murud,"Janjira,Marad,Murad,Murud",18.32817,72.9621,12665,14,India,"18.32817, 72.9621"
1262444,Murb?d,Murbad,"Murbad,Murb?d",19.25395,73.38993,17494,79,India,"19.25395, 73.38993"
1262672,M?dbidri,Mudbidri,"Mudabidri,Mudbidri,M?dbidri",13.06653,74.99525,30632,130,India,"13.06653, 74.99525"
1262928,Moh?n,Mohan,"Mohan,Moh?n",26.78008,80.67497,14709,126,India,"26.78008, 80.67497"
1263195,Mehekar,Mehekar,"Mehekar,Mehkar",20.1505,76.56841,41137,559,India,"20.1505, 76.56841"
1263257,M?yakonda,Mayakonda,"Mayakonda,M?yakonda",14.28894,76.08305,6445,648,India,"14.28894, 76.08305"
1263621,Mansar,Mansar,Mansar,21.39602,79.2635,6901,330,India,"21.39602, 79.2635"
1263648,Manohar Th?na,Manohar Thana,"Manohar Thana,Manohar Th?na",24.24,76.80182,10100,337,India,"24.24, 76.80182"
1263814,Mandya,Mandya,"Mand'ja,Mandya,man di ya,mandaya,mandya,mantiya,??????,??????,??????,???????,?????????,???????,???????,???????,?????,?????,???",12.5223,76.89746,134845,681,India,"12.5223, 76.89746"
1263917,M?ndal,Mandal,,25.44126,74.56979,23478,437,India,"25.44126, 74.56979"
1264115,M?legaon,Malegaon,"Malegaon,M?legaon,????????",20.54966,74.53462,435362,432,India,"20.54966, 74.53462"
1264351,Mahroni,Mahroni,"Mahrauni,Mahroni",24.58624,78.72771,8898,374,India,"24.58624, 78.72771"
1265752,Kukshi,Kukshi,Kukshi,22.20677,74.75788,26183,176,India,"22.20677, 74.75788"
1265954,Kotra,Kotra,Kotra,25.8077,79.30909,8534,155,India,"25.8077, 79.30909"
1266162,Kopargaon,Kopargaon,Kopargaon,19.88239,74.47605,65116,504,India,"19.88239, 74.47605"
1266189,Kongan?puram,Konganapuram,"Konganapuram,Kongan?puram",11.57105,77.9004,8331,232,India,"11.57105, 77.9004"
1266217,Konch,Konch,"Konch,Kunch,K?nch",25.99451,79.15127,52773,160,India,"25.99451, 79.15127"
1266436,Koch Bih?r,Koch Bihar,"COH,Cooch Behar,Koch Bihar,Koch Bih?r,Kuch Bihar,Kuch Bih?r",26.32539,89.44508,78737,47,India,"26.32539, 89.44508"
1266489,Kishanganj,Kishanganj,"Kishanganj,Kishanganj Bazar",26.10224,87.95534,94807,57,India,"26.10224, 87.95534"
1267605,Kasauli,Kasauli,"Ambala,Amb?la,Kasauli,Kosauli",30.89856,76.96587,5215,1858,India,"30.89856, 76.96587"
1268540,Kakr?la,Kakrala,"Kakrala,Kakr?la",27.89269,79.1945,35690,167,India,"27.89269, 79.1945"
1268722,Kachhwa,Kachhwa,"Kachhwa,Kachhw?",25.20615,82.71442,15381,82,India,"25.20615, 82.71442"
1269026,Jhalid?,Jhalida,,23.36545,85.97643,18057,298,India,"23.36545, 85.97643"
1269065,Jetpur,Jetpur,Jetpur,21.75482,70.62347,118068,92,India,"21.75482, 70.62347"
1269087,Jej?ri,Jejuri,"Jejuri,Jej?ri",18.27658,74.16008,14063,729,India,"18.27658, 74.16008"
1269217,Jaor?,Jaora,"Jaora,Jaor?",23.63783,75.12711,67203,473,India,"23.63783, 75.12711"
1269395,J?lna,Jalna,"Jalna,J?lna,jalna,jaln?,jlna,?????,?????,????",19.84102,75.88636,262034,504,India,"19.84102, 75.88636"
1269413,Jaleshwar,Jaleshwar,"Jaleshwar,Jaleswar",21.80176,87.2225,23280,15,India,"21.80176, 87.2225"
1269784,Ilkal,Ilkal,Ilkal,15.95923,76.11351,56937,564,India,"15.95923, 76.11351"
1269873,Huns?r,Hunsur,"Hunsur,Huns?r,Khunsur,??????",12.30359,76.29275,47644,794,India,"12.30359, 76.29275"
1270082,Hindoria,Hindoria,"Hindoria,Hindori?",23.90345,79.56861,15142,370,India,"23.90345, 79.56861"
1270435,H?ngal,Hangal,"Hangal,H?ngal",14.76465,75.1246,26604,586,India,"14.76465, 75.1246"
1270554,Hadg?on,Hadgaon,"Hadgaon,Hadg?on",19.49552,77.65863,26451,417,India,"19.49552, 77.65863"
1270723,Gumia,Gumia,Gumia,23.7975,85.82523,47121,289,India,"23.7975, 85.82523"
1270774,Guirim,Guirim,Guirim,15.57552,73.80722,7057,8,India,"15.57552, 73.80722"
1270806,Gudibanda,Gudibanda,Gudibanda,13.67099,77.70414,9255,832,India,"13.67099, 77.70414"
1271393,Ghum?rw?n,Ghumarwin,"Ghamarwin,Gham?rwin,Ghumarwin,Ghum?rw?n",31.44166,76.71509,6690,644,India,"31.44166, 76.71509"
1271422,George Town,George Town,George Town,13.0926,80.2801,0,13,India,"13.0926, 80.2801"
1272074,El?yirampannai,Elayirampannai,"Elayirampannai,El?yirampannai",9.27033,77.82494,6473,103,India,"9.27033, 77.82494"
1272207,Ganj Dundw?ra,Ganj Dundwara,"Dundwaraganj,Dundw?r?ganj,Ganj Dundwara,Ganj Dundw?ra",27.73308,78.94119,46314,173,India,"27.73308, 78.94119"
1272320,Dubr?jpur,Dubrajpur,"Dubrajpur,Dubr?jpur",23.7902,87.37648,35087,100,India,"23.7902, 87.37648"
1272670,Dh?ri,Dhuri,"Dhuri,Dh?ri",30.36846,75.86791,54302,246,India,"30.36846, 75.86791"
1272689,Dhuli?n,Dhulian,"Dhulian,Dhuli?n",24.68127,87.9535,77070,28,India,"24.68127, 87.9535"
1272744,Dhola,Dhola,Dhola,21.88129,71.77269,8206,35,India,"21.88129, 71.77269"
1272970,Dhandhuka,Dhandhuka,Dhandhuka,22.38185,71.98664,30049,31,India,"22.38185, 71.98664"
1273002,Dh?mpur,Dhampur,"Dhampur,Dh?mpur",29.30883,78.51083,49973,241,India,"29.30883, 78.51083"
1273313,Dehra D?n,Dehra Dun,"Dehra,Dehra Dun,Dehra D?n,Dehradun,Dekhradune,?????????",30.32443,78.03392,522081,664,India,"30.32443, 78.03392"
1273593,D?mnagar,Damnagar,"Damnagar,D?mnagar",21.69232,71.51747,17766,94,India,"21.69232, 71.51747"
1273618,Dam?n,Daman,"Daman,Damanas,Damanum,Damao,Damaun,Damán,Damão,Dam?n,NMB,da man,daman,damana,damani,taman,?????,?????,???,???,???,???,????,????,???,??????,???,??,??,??",20.41431,72.83236,39737,11,India,"20.41431, 72.83236"
1273756,Daboh,Daboh,Daboh,26.00239,78.87658,18298,165,India,"26.00239, 78.87658"
1274032,Chitt?r,Chittur,"Chittur,Chittur-Cochin,Chitt?r",10.69967,76.7471,31608,136,India,"10.69967, 76.7471"
1274151,Chinnaman?r,Chinnamanur,"Chinnamanur,Chinnaman?r,Chinnammanur",9.83999,77.38109,39213,366,India,"9.83999, 77.38109"
1274369,Chhala,Chhala,Chhala,23.30779,72.77404,17323,97,India,"23.30779, 72.77404"
1274383,Cheyyur,Cheyyur,"Chaeur,Cheyur,Cheyyur,Cheyy?r,Chey?r",12.34948,80.00304,11060,14,India,"12.34948, 80.00304"
1274389,Chettip?laiyam,Chettipalaiyam,"Chettipalaiyam,Chettipalayam,Chettip?laiyam",10.91248,77.03699,24080,408,India,"10.91248, 77.03699"
1274532,Chaksu,Chaksu,"Chaksu,Chatsu,Ch?ksu,Ch?tsu",26.6051,75.94814,33098,304,India,"26.6051, 75.94814"
1274676,Ch?ndur,Chandur,"Chandur,Ch?ndur",19.73444,79.17167,23125,248,India,"19.73444, 79.17167"
1274848,Chamba,Chamba,"Chamba,Chambâ,caba,camba,campa,qia mu ba,????,????,?????,????,????,????,???",32.55531,76.12647,21502,951,India,"32.55531, 76.12647"
1275817,Bhubaneshwar,Bhubaneshwar,"BBI,BBSR,Bhubaneshwar,Bhubaneswar,Bhubane?war,Bkhubaneshvar,Temple City of India,bhubanesbara,bhuvanesvara,bubaneshuwaru,puvanecuvaram,???????????,?????????,?????????,?????????,???????????,????????",20.27241,85.83385,762243,62,India,"20.27241, 85.83385"
1276037,Bhav?ni,Bhavani,"Bhavani,Bhav?ni",11.44553,77.68215,39744,172,India,"11.44553, 77.68215"
1276275,Bhagwantnagar,Bhagwantnagar,Bhagwantnagar,26.22383,80.7575,6596,127,India,"26.22383, 80.7575"
1276491,Beltangadi,Beltangadi,"Beltangadi,Beltangady",13.98333,75.3,7676,652,India,"13.98333, 75.3"
1276506,Bell?ru,Belluru,"Bellur,Belluru,Bell?ru",12.9814,76.73308,7626,797,India,"12.9814, 76.73308"
1276642,B?zpur,Bazpur,,29.15299,79.10814,23900,227,India,"29.15299, 79.10814"
1277214,B?nsw?ra,Banswara,"Banswara,B?nsw?ra",23.54109,74.4425,93648,227,India,"23.54109, 74.4425"
1277525,Balr?mpur,Balrampur,"Balrampur,Balr?mpur",27.42949,82.18545,77396,112,India,"27.42949, 82.18545"
1277793,Bahua,Bahua,Bahua,25.83942,80.62255,10243,123,India,"25.83942, 80.62255"
1278094,Ajodhya,Ajodhya,"Ajodhija,Ajodhjo,Ajodhya,Ajodkh'e,Ajodkh'ja,Ajodkhja,Ayodhya,Oudh,a yue ti ya,ayead'dhya,ayod'dha,ayodhi'a,ayodhya,ayodhye,ayodia,ayodiya,ayotti,aywdya,x yoth ya,???????,???????,??????,??????,???????,??????,???????,???????,???????,??????,???????,???????,???????,??????,???????,????????,??????,???????????,???????,????,????",26.79909,82.2047,53293,102,India,"26.79909, 82.2047"
1278432,Arcot,Arcot,"Arcot,Arkota,??????",12.90569,79.31897,51943,173,India,"12.90569, 79.31897"
1278516,Antri,Antri,Antri,26.05804,78.21027,9787,266,India,"26.05804, 78.21027"
1278682,Anandnagar,Anandnagar,"Anandnagar,Pharenda",27.10062,83.27156,11220,89,India,"27.10062, 83.27156"
1278703,?mta,Amta,"Amta,?mta",22.58344,88.01039,16753,12,India,"22.58344, 88.01039"
1278842,?mb?sa,Ambasa,"Ambasa,Ambassa,?mb?sa",23.936,91.85436,6373,81,India,"23.936, 91.85436"
1278895,Amarpur,Amarpur,Amarpur,25.03967,86.90247,22796,64,India,"25.03967, 86.90247"
1278905,Amarkantak,Amarkantak,"Amarkantak,a ma er ka en ta ke,amarakantaka,amarakanthaka,??????????,???????,????????,????????,?????????,??????????,???????",22.67486,81.75908,7613,1042,India,"22.67486, 81.75908"
1279148,Ak?lgarh,Akalgarh,"Akalgarh,Ak?lgarh",29.82074,75.89078,6993,230,India,"29.82074, 75.89078"
1348583,Kesabpur,Kesabpur,Kesabpur,22.96833,88.26278,10921,13,India,"22.96833, 88.26278"
1348776,Masila,Masila,,22.58083,88.23278,11461,9,India,"22.58083, 88.23278"
6941937,Murudeshwara,Murudeshwara,"Murudeshvara,???????????",14.0943,74.4845,17938,19,India,"14.0943, 74.4845"
7302829,Mandamarri,Mandamarri,"mandamarri,????????",18.96506,79.47475,66176,172,India,"18.96506, 79.47475"
7302838,Kalyandurg,Kalyandurg,"Kalyandrug,Kalyandurg,Kaly?ndrug,kalyandurg,kaly?ndurg",14.54519,77.10552,29272,592,India,"14.54519, 77.10552"
8199556,Artist Village,Artist Village,,19.03227,73.04276,6000,13,India,"19.03227, 73.04276"
10628608,Kadakkavoor,Kadakkavoor,,8.67921,76.76714,25362,15,India,"8.67921, 76.76714"
11185376,Hatsingimari,Hatsingimari,,25.70986,89.90078,0,30,India,"25.70986, 89.90078"
1268202,Kamuthi,Kamuthi,"Kamudi,Kamuti,Kaumuri",9.40732,78.37337,13342,33,India,"9.40732, 78.37337"
